device_id,date,duration of sleep (in milliseconds),sleep efficiency score,startTime of sleep,endTime of sleep,sleep infoCode,isMainSleep,logId,minutesAfterWakeup,minutesAsleep,minutesAwake,minutesToFallAsleep,sleep logType,timeInBed (in minutes),type,deep_count,deep_seconds,deep_minutes,deep_thirtyDayAvgMinutes,light_count,light_seconds,light_minutes,light_thirtyDayAvgMinutes,rem_count,rem_seconds,rem_minutes,rem_thirtyDayAvgMinutes,wake_count,wake_seconds,wake_minutes,wake_thirtyDayAvgMinutes,shortData_dateTime,shortData_dateTimeTimestamp,totalMinutesAsleep (in minutes),totalSleepRecords,totalTimeInBed (in minutes),light_sleep_breathing_rate (in breaths per minute),deep_sleep_breathing_rate (in breaths per minute),rem_sleep_breathing_rate (in breaths per minute),full_sleep_breathing_rate (in breaths per minute),nightly_relative_temperature_change
2611844290,2024-07-24,28260000,94,23:14,07:05,0,True,46331206866,0,417,54,0,auto_detected,471,stages,2,3600,59,74,26,15390,244,248,8,7140,114,96,24,2130,54,73,2024-07-24T00:21:00.000,2024-07-24T07:02:00.000,417,1,471,14.2,14.6,14.2,14.6,0.3
