Timestamp,ECG Voltage (mV)
15:32:04.200,-0.013459073
15:32:04.204,-0.027009705
15:32:04.208,-0.040560337
15:32:04.212,-0.05347006
15:32:04.216,-0.063633034
15:32:04.220,-0.067844717
15:32:04.224,-0.064182384
15:32:04.228,-0.054934994
15:32:04.232,-0.043856437
15:32:04.236,-0.034517488
15:32:04.240,-0.028291522
15:32:04.244,-0.024629189
15:32:04.248,-0.022523347
15:32:04.252,-0.021790881
15:32:04.256,-0.020417506
15:32:04.260,-0.012635049
15:32:04.264,0.004669474
15:32:04.268,0.026277239
15:32:04.272,0.043215528
15:32:04.276,0.052554477
15:32:04.280,0.05676616
15:32:04.284,0.058780443
15:32:04.288,0.06006226
15:32:04.292,0.062076543
15:32:04.296,0.065464201
15:32:04.300,0.067112251
15:32:04.304,0.061344076
15:32:04.308,0.045687603
15:32:04.312,0.02618568
15:32:04.316,0.011170115
15:32:04.320,0.001190258
15:32:04.324,-0.009430507
15:32:04.328,-0.022614906
15:32:04.332,-0.035616188
15:32:04.336,-0.049716169
15:32:04.340,-0.068943417
15:32:04.344,-0.092840139
15:32:04.348,-0.117469328
15:32:04.352,-0.137154367
15:32:04.356,-0.147592016
15:32:04.360,-0.148232924
15:32:04.364,-0.142556308
15:32:04.368,-0.135231643
15:32:04.372,-0.129829702
15:32:04.376,-0.127449185
15:32:04.380,-0.127632302
15:32:04.384,-0.132210218
15:32:04.388,-0.142739425
15:32:04.392,-0.153268632
15:32:04.396,-0.152536166
15:32:04.400,-0.137154367
15:32:04.404,-0.113715437
15:32:04.408,-0.092382348
15:32:04.412,-0.080662882
15:32:04.416,-0.080388207
15:32:04.420,-0.086888848
15:32:04.424,-0.093847281
15:32:04.428,-0.100164805
15:32:04.432,-0.109412196
15:32:04.436,-0.123145944
15:32:04.440,-0.137612159
15:32:04.444,-0.148324483
15:32:04.448,-0.152993957
15:32:04.452,-0.154367332
15:32:04.456,-0.15885369
15:32:04.460,-0.17139718
15:32:04.464,-0.18888482
15:32:04.468,-0.20362571
15:32:04.472,-0.213697125
15:32:04.476,-0.223493866
15:32:04.480,-0.234938656
15:32:04.484,-0.24565098
15:32:04.488,-0.25434902
15:32:04.492,-0.258926936
15:32:04.496,-0.255813953
15:32:04.500,-0.245284746
15:32:04.504,-0.231276323
15:32:04.508,-0.21452115
15:32:04.512,-0.196941952
15:32:04.516,-0.184123787
15:32:04.520,-0.175517305
15:32:04.524,-0.165445889
15:32:04.528,-0.153543307
15:32:04.532,-0.144021242
15:32:04.536,-0.136147226
15:32:04.540,-0.122230361
15:32:04.544,-0.095403772
15:32:04.548,-0.057132393
15:32:04.552,-0.020600623
15:32:04.556,0.001281817
15:32:04.560,0.011536349
15:32:04.564,0.022706464
15:32:04.568,0.03872917
15:32:04.572,0.053103827
15:32:04.576,0.062076543
15:32:04.580,0.067936275
15:32:04.584,0.0742538
15:32:04.588,0.083318074
15:32:04.592,0.096777147
15:32:04.596,0.1150888115729719
15:32:04.600,0.1337667093938839
15:32:04.604,0.1455777330159311
15:32:04.608,0.1488738326313862
15:32:04.612,0.1479582494048709
15:32:04.616,0.1471342245010071
15:32:04.620,0.148324483
15:32:04.624,0.1525361655374473
15:32:04.628,0.1584874565097967
15:32:04.632,0.1636147225782823
15:32:04.636,0.1679179637429042
15:32:04.640,0.1737776963926021
15:32:04.644,0.1826588536898004
15:32:04.648,0.1929133858267716
15:32:04.652,0.2016114264786669
15:32:04.656,0.2072880424830617
15:32:04.660,0.2093938839040468
15:32:04.664,0.2067386925471525
15:32:04.668,0.1993224684123787
15:32:04.672,0.1899835195019227
15:32:04.676,0.1835744369163157
15:32:04.680,0.1819263871085881
15:32:04.684,0.1838491118842702
15:32:04.688,0.1872367698223768
15:32:04.692,0.1899835195019227
15:32:04.696,0.1918146859549533
15:32:04.700,0.1936458524079838
15:32:04.704,0.1947445522798022
15:32:04.708,0.1941036440212415
15:32:04.712,0.1934627357626808
15:32:04.716,0.1949276689251053
15:32:04.720,0.1979490935726057
15:32:04.724,0.1998718183482878
15:32:04.728,0.1998718183482878
15:32:04.732,0.1992309100897271
15:32:04.736,0.1995971433803332
15:32:04.740,0.2029848013184398
15:32:04.744,0.2108588170664713
15:32:04.748,0.2209302325581395
15:32:04.752,0.2282548983702618
15:32:04.756,0.2301776231459439
15:32:04.760,0.2277971067570042
15:32:04.764,0.2244094488188976
15:32:04.768,0.222578282
15:32:04.772,0.2224867240432155
15:32:04.776,0.2206555575901849
15:32:04.780,0.2127815418421534
15:32:04.784,0.1992309100897271
15:32:04.788,0.1847646951107855
15:32:04.792,0.1721296465848745
15:32:04.796,0.1570225233473722
15:32:04.800,0.134132943
15:32:04.804,0.1041018128547885
15:32:04.808,0.075169383
15:32:04.812,0.056491485
15:32:04.816,0.050540194
15:32:04.820,0.055301227
15:32:04.824,0.066288226
15:32:04.828,0.072331075
15:32:04.832,0.061344076
15:32:04.836,0.031404505
15:32:04.840,-0.002655191
15:32:04.844,-0.015198682
15:32:04.848,0.011078557
15:32:04.852,0.075993408
15:32:04.856,0.1672770554843435
15:32:04.860,0.2608496612342061
15:32:04.864,0.3273210034792163
15:32:04.868,0.3444424098150522
15:32:04.872,0.2971067570042117
15:32:04.876,0.1856802783373008
15:32:04.880,0.044588903
15:32:04.884,-0.078648599
15:32:04.888,-0.169108222
15:32:04.892,-0.230635415
15:32:04.896,-0.257553562
15:32:04.900,-0.255081487
15:32:04.904,-0.238417872
15:32:04.908,-0.206006226
15:32:04.912,-0.157388757
15:32:04.916,-0.111975829
15:32:04.920,-0.087621315
15:32:04.924,-0.082585607
15:32:04.928,-0.085332357
15:32:04.932,-0.08844534
15:32:04.936,-0.089452481
15:32:04.940,-0.085973265
15:32:04.944,-0.076725874
15:32:04.948,-0.065830434
15:32:04.952,-0.060977843
15:32:04.956,-0.063358359
15:32:04.960,-0.0676616
15:32:04.964,-0.069767442
15:32:04.968,-0.069950559
15:32:04.972,-0.069675884
