date,avg_spo2 (%),min_spo2 (%),max_spo2 (%),deep_sleep_breathing_rate (bpm),rem_sleep_breathing_rate (bpm),light_sleep_breathing_rate (bpm),full_sleep_breathing_rate (bpm),temperature_skin (°C or °F),sleep_start_time,sleep_end_time,sleep_duration,sleep_efficiency
2024-05-23,96.9,96.9,96.9,16.0,14.6,14.0,16.0,-0.9,2024-05-22T23:55:30.000,2024-05-23T04:34:30.000,279.0,97
