date,light_sleep_breathing_rate (breaths per minute),deep_sleep_breathing_rate (breaths per minute),rem_sleep_breathing_rate (breaths per minute),full_sleep_breathing_rate (breaths per minute)
2024-05-26,13.4,14.2,14.8,14.2
