date,light_sleep_breathing_rate (breaths per minute),deep_sleep_breathing_rate (breaths per minute),rem_sleep_breathing_rate (breaths per minute),full_sleep_breathing_rate (breaths per minute)
2024-05-23,14.0,16.0,14.6,16.0
