Device ID,Timestamp,ECG Voltage (mV)
2611844290,2024-07-03 16:53:30.674000,0.0
2611844290,2024-07-03 16:53:30.678000,-0.0007324665812122322
2611844290,2024-07-03 16:53:30.682000,-0.0012818165171214063
2611844290,2024-07-03 16:53:30.686000,-0.0004577916132576451
2611844290,2024-07-03 16:53:30.690000,0.004028566196667277
2611844290,2024-07-03 16:53:30.694000,0.011627906976744186
2611844290,2024-07-03 16:53:30.698000,0.01693828969053287
2611844290,2024-07-03 16:53:30.702000,0.018220106207654276
2611844290,2024-07-03 16:53:30.706000,0.020234389305987914
2611844290,2024-07-03 16:53:30.710000,0.024903863761215894
2611844290,2024-07-03 16:53:30.714000,0.031312946346822926
2611844290,2024-07-03 16:53:30.718000,0.037996703900384544
2611844290,2024-07-03 16:53:30.722000,0.04120124519318806
2611844290,2024-07-03 16:53:30.726000,0.045321369712506866
2611844290,2024-07-03 16:53:30.730000,0.05978758469144845
2611844290,2024-07-03 16:53:30.734000,0.08047976561069402
2611844290,2024-07-03 16:53:30.738000,0.09567844717084784
2611844290,2024-07-03 16:53:30.742000,0.09577000549349936
2611844290,2024-07-03 16:53:30.746000,0.0807544405786486
2611844290,2024-07-03 16:53:30.750000,0.07205639992675335
2611844290,2024-07-03 16:53:30.754000,0.0914667643288775
2611844290,2024-07-03 16:53:30.758000,0.13394982603918695
2611844290,2024-07-03 16:53:30.762000,0.19007507782457425
2611844290,2024-07-03 16:53:30.766000,0.25544772019776596
2611844290,2024-07-03 16:53:30.770000,0.3109320637245926
2611844290,2024-07-03 16:53:30.774000,0.334370994323384
2611844290,2024-07-03 16:53:30.778000,0.32677165354330706
2611844290,2024-07-03 16:53:30.782000,0.3142281633400476
2611844290,2024-07-03 16:53:30.786000,0.3113898553378502
2611844290,2024-07-03 16:53:30.790000,0.2947262406152719
2611844290,2024-07-03 16:53:30.794000,0.23887566379783923
2611844290,2024-07-03 16:53:30.798000,0.1489653909540377
2611844290,2024-07-03 16:53:30.802000,0.04248306171030947
2611844290,2024-07-03 16:53:30.806000,-0.05356161875114448
2611844290,2024-07-03 16:53:30.810000,-0.08908624793993775
2611844290,2024-07-03 16:53:30.814000,-0.04486357809924922
2611844290,2024-07-03 16:53:30.818000,0.024537630470609778
2611844290,2024-07-03 16:53:30.822000,0.06564731734114632
2611844290,2024-07-03 16:53:30.826000,0.0772752243178905
2611844290,2024-07-03 16:53:30.830000,0.07324665812122322
2611844290,2024-07-03 16:53:30.834000,0.0637245925654642
2611844290,2024-07-03 16:53:30.838000,0.05932979307819081
2611844290,2024-07-03 16:53:30.842000,0.06454861746932797
2611844290,2024-07-03 16:53:30.846000,0.07901483244826955
2611844290,2024-07-03 16:53:30.850000,0.0984251968503937
2611844290,2024-07-03 16:53:30.854000,0.1141732283464567
2611844290,2024-07-03 16:53:30.858000,0.12076542757736679
