Device ID,Timestamp,ECG Voltage (mV)
2611844290,53:30.7,0
2611844290,53:30.7,-0.000732467
2611844290,53:30.7,-0.001281817
2611844290,53:30.7,-0.000457792
2611844290,53:30.7,0.004028566
2611844290,53:30.7,0.011627907
2611844290,53:30.7,0.01693829
2611844290,53:30.7,0.018220106
2611844290,53:30.7,0.020234389
2611844290,53:30.7,0.024903864
2611844290,53:30.7,0.031312946
2611844290,53:30.7,0.037996704
2611844290,53:30.7,0.041201245
2611844290,53:30.7,0.04532137
2611844290,53:30.7,0.059787585
2611844290,53:30.7,0.080479766
2611844290,53:30.7,0.095678447
2611844290,53:30.7,0.095770005
2611844290,53:30.7,0.080754441
2611844290,53:30.7,0.0720564
2611844290,53:30.8,0.091466764
2611844290,53:30.8,0.133949826
2611844290,53:30.8,0.190075078
2611844290,53:30.8,0.25544772
2611844290,53:30.8,0.310932064
2611844290,53:30.8,0.334370994
2611844290,53:30.8,0.326771654
2611844290,53:30.8,0.314228163
2611844290,53:30.8,0.311389855
2611844290,53:30.8,0.294726241
2611844290,53:30.8,0.238875664
2611844290,53:30.8,0.148965391
2611844290,53:30.8,0.042483062
2611844290,53:30.8,-0.053561619
2611844290,53:30.8,-0.089086248
2611844290,53:30.8,-0.044863578
2611844290,53:30.8,0.02453763
2611844290,53:30.8,0.065647317
2611844290,53:30.8,0.077275224
2611844290,53:30.8,0.073246658
2611844290,53:30.8,0.063724593
2611844290,53:30.8,0.059329793
2611844290,53:30.8,0.064548617
2611844290,53:30.8,0.079014832
2611844290,53:30.8,0.098425197
2611844290,53:30.9,0.114173228
2611844290,53:30.9,0.120765428
2611844290,53:30.9,0.119300494
2611844290,53:30.9,0.111975829
2611844290,53:30.9,0.099066105
2611844290,53:30.9,0.083867424
2611844290,53:30.9,0.073338216
2611844290,53:30.9,0.070774583
2611844290,53:30.9,0.073521333
2611844290,53:30.9,0.075901849
2611844290,53:30.9,0.071415492
2611844290,53:30.9,0.055026552
2611844290,53:30.9,0.030397363
2611844290,53:30.9,0.009522066
2611844290,53:30.9,0.000274675
2611844290,53:30.9,0.002655191
2611844290,53:30.9,0.014008423
2611844290,53:30.9,0.02948178
2611844290,53:30.9,0.042208387
2611844290,53:30.9,0.048251236
2611844290,53:30.9,0.047976561
2611844290,53:30.9,0.044497345
2611844290,53:30.9,0.040468779
2611844290,53:30.9,0.037172679
2611844290,53:30.9,0.036073979
2611844290,53:31.0,0.040743454
2611844290,53:31.0,0.053561619
2611844290,53:31.0,0.070774583
2611844290,53:31.0,0.084508332
2611844290,53:31.0,0.092199231
2611844290,53:31.0,0.097875847
2611844290,53:31.0,0.106207654
2611844290,53:31.0,0.118110236
2611844290,53:31.0,0.131111518
2611844290,53:31.0,0.139077092
2611844290,53:31.0,0.13266801
2611844290,53:31.0,0.104376488
2611844290,53:31.0,0.061344076
2611844290,53:31.0,0.024903864
2611844290,53:31.0,0.008881157
2611844290,53:31.0,0.01089544
2611844290,53:31.0,0.021699322
2611844290,53:31.0,0.03167918
2611844290,53:31.0,0.033327229
2611844290,53:31.0,0.026368797
2611844290,53:31.0,0.014924007
2611844290,53:31.0,-0.001281817
2611844290,53:31.0,-0.022889581
2611844290,53:31.0,-0.043490203
2611844290,53:31.0,-0.05292071
2611844290,53:31.1,-0.048800586
2611844290,53:31.1,-0.039644754
2611844290,53:31.1,-0.033601904
2611844290,53:31.1,-0.031221388
2611844290,53:31.1,-0.031587621
2611844290,53:31.1,-0.036989562
2611844290,53:31.1,-0.049349936
2611844290,53:31.1,-0.065555759
2611844290,53:31.1,-0.078465483
2611844290,53:31.1,-0.08459989
2611844290,53:31.1,-0.087071965
2611844290,53:31.1,-0.090001831
2611844290,53:31.1,-0.094945981
2611844290,53:31.1,-0.100714155
2611844290,53:31.1,-0.105017396
2611844290,53:31.1,-0.107031679
2611844290,53:31.1,-0.107031679
2611844290,53:31.1,-0.105475188
2611844290,53:31.1,-0.101995971
2611844290,53:31.1,-0.096868705
2611844290,53:31.1,-0.091466764
2611844290,53:31.1,-0.087438198
2611844290,53:31.1,-0.08624794
2611844290,53:31.1,-0.087621315
2611844290,53:31.1,-0.089727156
2611844290,53:31.2,-0.090093389
2611844290,53:31.2,-0.08789599
2611844290,53:31.2,-0.084233657
2611844290,53:31.2,-0.080845999
2611844290,53:31.2,-0.079655741
2611844290,53:31.2,-0.081944699
2611844290,53:31.2,-0.088628456
2611844290,53:31.2,-0.097326497
2611844290,53:31.2,-0.103644021
2611844290,53:31.2,-0.105749863
2611844290,53:31.2,-0.104742721
2611844290,53:31.2,-0.101629738
2611844290,53:31.2,-0.097509614
2611844290,53:31.2,-0.093938839
2611844290,53:31.2,-0.091466764
2611844290,53:31.2,-0.089635598
2611844290,53:31.2,-0.087438198
2611844290,53:31.2,-0.084783007
2611844290,53:31.2,-0.08185314
2611844290,53:31.2,-0.079106391
2611844290,53:31.2,-0.076634316
2611844290,53:31.2,-0.074711591
2611844290,53:31.2,-0.073887566
2611844290,53:31.2,-0.075169383
2611844290,53:31.2,-0.078282366
2611844290,53:31.3,-0.082494049
2611844290,53:31.3,-0.086614173
2611844290,53:31.3,-0.089360923
2611844290,53:31.3,-0.090001831
2611844290,53:31.3,-0.086064823
2611844290,53:31.3,-0.076725874
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
